epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,139.007,1.47555,2.77231,1.37578,0.54857,0.31275,0.28302,0.12884,1.54972,2.66877,1.36875,0.000472003,0.000472003,0.000472003
2,266.856,1.4157,1.97534,1.35054,0.62714,0.57739,0.57726,0.34671,1.28341,1.72291,1.17428,0.00047891,0.00047891,0.00047891
